web-scraper-order,web-scraper-start-url,building_name,address,units,stories,year,type,neighborhood,amenities,buildings,buildings-href
"1533929423-87","http://yddevelopment.herokuapp.com/125buildings2.","House: 231 West 137th Street","231 West 137th Street, New York, NY, 10030","5 units","3 stories","Built in 1910","Multi-family","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 6","Building","https://streeteasy.com/building/231-West-137th-Street-10030"
"1533929955-228","http://yddevelopment.herokuapp.com/125buildings2.","House: 230 West 137th Street","230 West 137th Street, New York, NY, 10030","10 units","3 stories","Built in 1910","Multi-family","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 6","Building","https://streeteasy.com/building/230-West-137th-Street-10030"
"1533929133-11","http://yddevelopment.herokuapp.com/125buildings2.","House: 2591 Frederick Douglass Boulevard","2591 Frederick Douglass Boulevard, New York, NY, 10030","8 units","5 stories","Built in 1920","Multi-family","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 6","Building","https://streeteasy.com/building/2591-Fredrick-Douglass-Bl-10030"
"1533929153-17","http://yddevelopment.herokuapp.com/125buildings2.","House: 230 West 141st Street","230 West 141st Street, New York, NY, 10030","13 units","5 stories","Has tax abated units","Multi-family","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 6","Building","https://streeteasy.com/building/230-West-141st-Street-10030"
"1533930643-416","http://yddevelopment.herokuapp.com/125buildings2.","Building: 135 West 131st Street","135 West 131st Street, New York, NY, 10027","11 units","3 stories","Built in 1910","Rental Building","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 6","Building","https://streeteasy.com/building/135-West-131st-Street-10027"
"1533929449-92","http://yddevelopment.herokuapp.com/125buildings2.","Building: 247 West 137th Street","247 West 137th Street, New York, NY, 10030","10 units","5 stories","Built in 1920","Rental Building","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 6","Building","https://streeteasy.com/building/247-West-137th-Street-10030"
"1533930026-250","http://yddevelopment.herokuapp.com/125buildings2.","Building: 213 West 135th Street","213 West 135th Street, New York, NY, 10030","11 units","5 stories","Built in 1910","Rental Building","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 6","Building","https://streeteasy.com/building/213-West-135th-Street-10030"
"1533930366-350","http://yddevelopment.herokuapp.com/125buildings2.","House: 131 West 135th Street","131 West 135th Street, New York, NY, 10030","22 units","6 stories","Built in 1910","Multi-family","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 5","Building","https://streeteasy.com/building/131-West-135th-Street-10030"
"1533929784-178","http://yddevelopment.herokuapp.com/125buildings2.","House: 138 West 139th Street","138 West 139th Street, New York, NY, 10030","10 units","5 stories","Built in 1910","Multi-family","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 5","Building","https://streeteasy.com/building/138-West-139th-Street-10030"
"1533930176-294","http://yddevelopment.herokuapp.com/125buildings2.","Building: 124 West 137th Street","124 West 137th Street, New York, NY, 10030","21 units","5 stories","Built in 1910","Rental Building","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 5","Building","https://streeteasy.com/building/124-West-137th-Street-10030"
"1533929252-43","http://yddevelopment.herokuapp.com/125buildings2.","House: 255 West 139th Street","255 West 139th Street, New York, NY, 10030","4 units","4 stories","Built in 1926","Four-Family Home","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 6","Building","https://streeteasy.com/building/255-West-139th-Street-10030"
"1533929513-108","http://yddevelopment.herokuapp.com/125buildings2.","House: 143 West 143rd Street","143 West 143rd Street, New York, NY, 10030","19 units","6 stories","Built in 1920","Multi-family","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 4","Building","https://streeteasy.com/building/143-West-143rd-Street-10030"
"1533930803-457","http://yddevelopment.herokuapp.com/125buildings2.","Building: 36 West 138th Street","36 West 138th Street, New York, NY, 10037","35 units","6 stories","Built in 1925","Co-op","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 4","Building","https://streeteasy.com/building/36-West-138th-Street-10037"
"1533929332-67","http://yddevelopment.herokuapp.com/125buildings2.","Property: 2364 Adam C Powell Boulevard","2364 Adam C Powell Boulevard, New York, NY, 10030","3 units","4 stories","Built in 1901","Mixed-Use Building","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 6","Building","https://streeteasy.com/building/2364-Adam-C-Powell-Blvd-10030"
"1533929931-221","http://yddevelopment.herokuapp.com/125buildings2.","House: 286 West 137th Street","286 West 137th Street, New York, NY, 10030","4 units","4 stories","Built in 1910","Multi-family","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 6","Building","https://streeteasy.com/building/286-West-137th-Street-10030"
"1533930302-331","http://yddevelopment.herokuapp.com/125buildings2.","Property: 164 West 136th Street","164 West 136th Street, New York, NY, 10030","4 units","3 stories","Built in 1910","Mixed-Use Building","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 5","Building","https://streeteasy.com/building/164-West-136th-Street-10030"
"1533930048-256","http://yddevelopment.herokuapp.com/125buildings2.","Building: 235 West 135th Street","235 West 135th Street, New York, NY, 10030","8 units","5 stories","Built in 1910","Rental Building","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 6","Building","https://streeteasy.com/building/235-West-135th-Street-10030"
"1533930249-316","http://yddevelopment.herokuapp.com/125buildings2.","Property: 163 West 136th Street","163 West 136th Street, New York, NY, 10030","14 units","5 stories","Built in 1910","Other type","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 5","Building","https://streeteasy.com/building/163-West-136th-Street-10030"
"1533929361-74","http://yddevelopment.herokuapp.com/125buildings2.","Building: 249 West 137th Street","249 West 137th Street, New York, NY, 10030","11 units","5 stories","Built in 1910","Rental Building","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 6","Building","https://streeteasy.com/building/249-West-137th-Street-10030"
